Experiment ,Time,Model,Total forcing response,Temperature response
CO2 concentration impulse,2140,MAGICC 6.0,-0.0001206,0.0010115
CO2 concentration impulse,2141,MAGICC 6.0,-0.0001182,0.0010031
CO2 concentration impulse,2142,MAGICC 6.0,-0.0001176,0.0009948
CO2 concentration impulse,2143,MAGICC 6.0,-0.0001154,0.0009867
CO2 concentration impulse,2144,MAGICC 6.0,-0.0001146,0.0009788
CO2 concentration impulse,2145,MAGICC 6.0,-0.0001126,0.000971
CO2 concentration impulse,2146,MAGICC 6.0,-0.0001118,0.0009632
CO2 concentration impulse,2147,MAGICC 6.0,-0.0001098,0.0009556
CO2 concentration impulse,2148,MAGICC 6.0,-0.000109,0.0009482
CO2 concentration impulse,2149,MAGICC 6.0,-0.0001072,0.0009408
CO2 concentration impulse,2150,MAGICC 6.0,-0.0001064,0.0009336
CO2 concentration impulse,2151,MAGICC 6.0,-0.0001044,0.0009264
CO2 concentration impulse,2152,MAGICC 6.0,-0.000104,0.0009194
CO2 concentration impulse,2153,MAGICC 6.0,-0.0001016,0.0009126
CO2 concentration impulse,2154,MAGICC 6.0,-0.0001018,0.0009058
CO2 concentration impulse,2155,MAGICC 6.0,-9.92E-05,0.0008991
CO2 concentration impulse,2156,MAGICC 6.0,-9.92E-05,0.0008925
CO2 concentration impulse,2157,MAGICC 6.0,-9.68E-05,0.000886
CO2 concentration impulse,2158,MAGICC 6.0,-9.68E-05,0.0008796
CO2 concentration impulse,2159,MAGICC 6.0,-9.44E-05,0.0008733
CO2 concentration impulse,2160,MAGICC 6.0,-9.48E-05,0.000867
CO2 concentration impulse,2161,MAGICC 6.0,-9.20E-05,0.0008609
CO2 concentration impulse,2162,MAGICC 6.0,-9.26E-05,0.0008549
CO2 concentration impulse,2163,MAGICC 6.0,-8.98E-05,0.0008489
CO2 concentration impulse,2164,MAGICC 6.0,-9.06E-05,0.0008431
CO2 concentration impulse,2165,MAGICC 6.0,-8.76E-05,0.0008373
CO2 concentration impulse,2166,MAGICC 6.0,-8.86E-05,0.0008315
CO2 concentration impulse,2167,MAGICC 6.0,-8.54E-05,0.0008259
CO2 concentration impulse,2168,MAGICC 6.0,-8.66E-05,0.0008204
CO2 concentration impulse,2169,MAGICC 6.0,-8.34E-05,0.0008149
CO2 concentration impulse,2170,MAGICC 6.0,-8.46E-05,0.0008094
CO2 concentration impulse,2171,MAGICC 6.0,-8.14E-05,0.0008041
CO2 concentration impulse,2172,MAGICC 6.0,-8.28E-05,0.0007989
CO2 concentration impulse,2173,MAGICC 6.0,-7.96E-05,0.0007937
CO2 concentration impulse,2174,MAGICC 6.0,-8.08E-05,0.0007885
CO2 concentration impulse,2175,MAGICC 6.0,-7.78E-05,0.0007834
CO2 concentration impulse,2176,MAGICC 6.0,-7.90E-05,0.0007785
CO2 concentration impulse,2177,MAGICC 6.0,-7.60E-05,0.0007735
CO2 concentration impulse,2178,MAGICC 6.0,-7.72E-05,0.0007687
CO2 concentration impulse,2179,MAGICC 6.0,-7.44E-05,0.0007638
CO2 concentration impulse,2180,MAGICC 6.0,-7.54E-05,0.0007591
CO2 concentration impulse,2181,MAGICC 6.0,-7.28E-05,0.0007544
CO2 concentration impulse,2182,MAGICC 6.0,-7.36E-05,0.0007498
CO2 concentration impulse,2183,MAGICC 6.0,-7.12E-05,0.0007451
CO2 concentration impulse,2184,MAGICC 6.0,-7.20E-05,0.0007407
CO2 concentration impulse,2185,MAGICC 6.0,-6.96E-05,0.0007362
CO2 concentration impulse,2186,MAGICC 6.0,-7.06E-05,0.0007317
CO2 concentration impulse,2187,MAGICC 6.0,-6.80E-05,0.0007274
CO2 concentration impulse,2188,MAGICC 6.0,-6.90E-05,0.0007231
CO2 concentration impulse,2189,MAGICC 6.0,-6.64E-05,0.0007188
CO2 concentration impulse,2190,MAGICC 6.0,-6.76E-05,0.0007146
CO2 concentration impulse,2191,MAGICC 6.0,-6.50E-05,0.0007104
CO2 concentration impulse,2192,MAGICC 6.0,-6.60E-05,0.0007063
CO2 concentration impulse,2193,MAGICC 6.0,-6.36E-05,0.0007023
CO2 concentration impulse,2194,MAGICC 6.0,-6.46E-05,0.0006982
CO2 concentration impulse,2195,MAGICC 6.0,-6.22E-05,0.0006943
CO2 concentration impulse,2196,MAGICC 6.0,-6.32E-05,0.0006903
CO2 concentration impulse,2197,MAGICC 6.0,-6.08E-05,0.0006864
CO2 concentration impulse,2198,MAGICC 6.0,-6.20E-05,0.0006826
CO2 concentration impulse,2199,MAGICC 6.0,-5.94E-05,0.0006788
CO2 concentration impulse,2200,MAGICC 6.0,-6.06E-05,0.000675
CO2 concentration impulse,2201,MAGICC 6.0,-5.84E-05,0.0006713
CO2 concentration impulse,2202,MAGICC 6.0,-5.92E-05,0.0006676
CO2 concentration impulse,2203,MAGICC 6.0,-5.72E-05,0.000664
CO2 concentration impulse,2204,MAGICC 6.0,-5.80E-05,0.0006604
CO2 concentration impulse,2205,MAGICC 6.0,-5.58E-05,0.0006568
CO2 concentration impulse,2206,MAGICC 6.0,-5.68E-05,0.0006532
CO2 concentration impulse,2207,MAGICC 6.0,-5.48E-05,0.0006498
CO2 concentration impulse,2208,MAGICC 6.0,-5.56E-05,0.0006464
CO2 concentration impulse,2209,MAGICC 6.0,-5.36E-05,0.000643
CO2 concentration impulse,2210,MAGICC 6.0,-5.44E-05,0.0006396
CO2 concentration impulse,2211,MAGICC 6.0,-5.26E-05,0.0006362
CO2 concentration impulse,2212,MAGICC 6.0,-5.32E-05,0.0006329
CO2 concentration impulse,2213,MAGICC 6.0,-5.16E-05,0.0006296
CO2 concentration impulse,2214,MAGICC 6.0,-5.22E-05,0.0006264
CO2 concentration impulse,2215,MAGICC 6.0,-5.04E-05,0.0006231
CO2 concentration impulse,2216,MAGICC 6.0,-5.12E-05,0.0006199
CO2 concentration impulse,2217,MAGICC 6.0,-4.92E-05,0.0006168
CO2 concentration impulse,2218,MAGICC 6.0,-5.02E-05,0.0006137
CO2 concentration impulse,2219,MAGICC 6.0,-4.82E-05,0.0006106
CO2 concentration impulse,2220,MAGICC 6.0,-4.92E-05,0.0006076
CO2 concentration impulse,2221,MAGICC 6.0,-4.72E-05,0.0006045
CO2 concentration impulse,2222,MAGICC 6.0,-4.82E-05,0.0006015
CO2 concentration impulse,2223,MAGICC 6.0,-4.64E-05,0.0005986
CO2 concentration impulse,2224,MAGICC 6.0,-4.72E-05,0.0005956
CO2 concentration impulse,2225,MAGICC 6.0,-4.56E-05,0.0005927
CO2 concentration impulse,2226,MAGICC 6.0,-4.62E-05,0.0005898
CO2 concentration impulse,2227,MAGICC 6.0,-4.46E-05,0.000587
CO2 concentration impulse,2228,MAGICC 6.0,-4.54E-05,0.0005841
CO2 concentration impulse,2229,MAGICC 6.0,-4.36E-05,0.0005813
CO2 concentration impulse,2230,MAGICC 6.0,-4.46E-05,0.0005785
CO2 concentration impulse,2231,MAGICC 6.0,-4.26E-05,0.0005757
CO2 concentration impulse,2232,MAGICC 6.0,-4.38E-05,0.000573
CO2 concentration impulse,2233,MAGICC 6.0,-4.18E-05,0.0005703
CO2 concentration impulse,2234,MAGICC 6.0,-4.30E-05,0.0005676
CO2 concentration impulse,2235,MAGICC 6.0,-4.10E-05,0.000565
CO2 concentration impulse,2236,MAGICC 6.0,-4.22E-05,0.0005624
CO2 concentration impulse,2237,MAGICC 6.0,-4.00E-05,0.0005597
CO2 concentration impulse,2238,MAGICC 6.0,-4.14E-05,0.0005572
CO2 concentration impulse,2239,MAGICC 6.0,-3.94E-05,0.0005546
CO2 concentration impulse,2240,MAGICC 6.0,-4.06E-05,0.0005521
CO2 concentration impulse,2241,MAGICC 6.0,-3.86E-05,0.0005495
CO2 concentration impulse,2242,MAGICC 6.0,-3.98E-05,0.0005471
CO2 concentration impulse,2243,MAGICC 6.0,-3.78E-05,0.0005446
CO2 concentration impulse,2244,MAGICC 6.0,-3.90E-05,0.0005422
CO2 concentration impulse,2245,MAGICC 6.0,-3.72E-05,0.0005397
CO2 concentration impulse,2246,MAGICC 6.0,-3.84E-05,0.0005373
CO2 concentration impulse,2247,MAGICC 6.0,-3.64E-05,0.000535
CO2 concentration impulse,2248,MAGICC 6.0,-3.78E-05,0.0005325
CO2 concentration impulse,2249,MAGICC 6.0,-3.56E-05,0.0005302
CO2 concentration impulse,2250,MAGICC 6.0,-3.74E-05,0.0005279
CO2 concentration impulse,2251,MAGICC 6.0,-3.56E-05,0.0005254
CO2 concentration impulse,2252,MAGICC 6.0,-3.74E-05,0.000523
CO2 concentration impulse,2253,MAGICC 6.0,-3.56E-05,0.0005207
CO2 concentration impulse,2254,MAGICC 6.0,-3.74E-05,0.0005183
CO2 concentration impulse,2255,MAGICC 6.0,-3.56E-05,0.0005159
CO2 concentration impulse,2256,MAGICC 6.0,-3.74E-05,0.0005136
CO2 concentration impulse,2257,MAGICC 6.0,-3.56E-05,0.0005113
CO2 concentration impulse,2258,MAGICC 6.0,-3.74E-05,0.000509
CO2 concentration impulse,2259,MAGICC 6.0,-3.56E-05,0.0005066
CO2 concentration impulse,2260,MAGICC 6.0,-3.74E-05,0.0005043
CO2 concentration impulse,2261,MAGICC 6.0,-3.56E-05,0.0005021
CO2 concentration impulse,2262,MAGICC 6.0,-3.74E-05,0.0004999
CO2 concentration impulse,2263,MAGICC 6.0,-3.56E-05,0.0004976
CO2 concentration impulse,2264,MAGICC 6.0,-3.74E-05,0.0004954
CO2 concentration impulse,2265,MAGICC 6.0,-3.56E-05,0.0004932
CO2 concentration impulse,2266,MAGICC 6.0,-3.74E-05,0.0004911
CO2 concentration impulse,2267,MAGICC 6.0,-3.56E-05,0.0004889
CO2 concentration impulse,2268,MAGICC 6.0,-3.74E-05,0.0004867
CO2 concentration impulse,2269,MAGICC 6.0,-3.56E-05,0.0004846
CO2 concentration impulse,2270,MAGICC 6.0,-3.74E-05,0.0004824
CO2 concentration impulse,2271,MAGICC 6.0,-3.56E-05,0.0004803
CO2 concentration impulse,2272,MAGICC 6.0,-3.74E-05,0.0004782
CO2 concentration impulse,2273,MAGICC 6.0,-3.56E-05,0.0004761
CO2 concentration impulse,2274,MAGICC 6.0,-3.74E-05,0.0004741
CO2 concentration impulse,2275,MAGICC 6.0,-3.56E-05,0.0004721
CO2 concentration impulse,2276,MAGICC 6.0,-3.74E-05,0.00047
CO2 concentration impulse,2277,MAGICC 6.0,-3.56E-05,0.000468
CO2 concentration impulse,2278,MAGICC 6.0,-3.74E-05,0.0004661
CO2 concentration impulse,2279,MAGICC 6.0,-3.56E-05,0.000464
CO2 concentration impulse,2280,MAGICC 6.0,-3.74E-05,0.000462
CO2 concentration impulse,2281,MAGICC 6.0,-3.56E-05,0.0004601
CO2 concentration impulse,2282,MAGICC 6.0,-3.74E-05,0.0004582
CO2 concentration impulse,2283,MAGICC 6.0,-3.56E-05,0.0004563
CO2 concentration impulse,2284,MAGICC 6.0,-3.74E-05,0.0004543
CO2 concentration impulse,2285,MAGICC 6.0,-3.56E-05,0.0004524
CO2 concentration impulse,2286,MAGICC 6.0,-3.74E-05,0.0004506
CO2 concentration impulse,2287,MAGICC 6.0,-3.56E-05,0.0004487
CO2 concentration impulse,2288,MAGICC 6.0,-3.74E-05,0.0004468
CO2 concentration impulse,2289,MAGICC 6.0,-3.56E-05,0.0004449
CO2 concentration impulse,2290,MAGICC 6.0,-3.74E-05,0.0004431
CO2 concentration impulse,2291,MAGICC 6.0,-3.56E-05,0.0004413
CO2 concentration impulse,2292,MAGICC 6.0,-3.74E-05,0.0004395
CO2 concentration impulse,2293,MAGICC 6.0,-3.56E-05,0.0004377
CO2 concentration impulse,2294,MAGICC 6.0,-3.74E-05,0.0004359
CO2 concentration impulse,2295,MAGICC 6.0,-3.56E-05,0.0004342
CO2 concentration impulse,2296,MAGICC 6.0,-3.74E-05,0.0004324
CO2 concentration impulse,2297,MAGICC 6.0,-3.56E-05,0.0004307
CO2 concentration impulse,2298,MAGICC 6.0,-3.74E-05,0.0004289
CO2 concentration impulse,2299,MAGICC 6.0,-3.56E-05,0.0004271
CO2 concentration impulse,2300,MAGICC 6.0,-3.74E-05,0.0004255
CO2 concentration impulse,2014,AR5-IR,0,0.00E+00
CO2 concentration impulse,2015,AR5-IR,2.17,0.165281667
CO2 concentration impulse,2016,AR5-IR,0,0.146980967
CO2 concentration impulse,2017,AR5-IR,0,0.130733628
CO2 concentration impulse,2018,AR5-IR,0,0.116309194
CO2 concentration impulse,2019,AR5-IR,0,0.103503072
CO2 concentration impulse,2020,AR5-IR,0,0.092133635
CO2 concentration impulse,2021,AR5-IR,0,0.082039637
CO2 concentration impulse,2022,AR5-IR,0,0.073077933
CO2 concentration impulse,2023,AR5-IR,0,0.065121441
CO2 concentration impulse,2024,AR5-IR,0,0.058057343
CO2 concentration impulse,2025,AR5-IR,0,0.051785483
CO2 concentration impulse,2026,AR5-IR,0,0.046216947
CO2 concentration impulse,2027,AR5-IR,0,0.041272798
CO2 concentration impulse,2028,AR5-IR,0,0.036882961
CO2 concentration impulse,2029,AR5-IR,0,0.032985223
CO2 concentration impulse,2030,AR5-IR,0,0.029524357
CO2 concentration impulse,2031,AR5-IR,0,0.02645133
CO2 concentration impulse,2032,AR5-IR,0,0.023722616
CO2 concentration impulse,2033,AR5-IR,0,0.021299573
CO2 concentration impulse,2034,AR5-IR,0,0.019147894
CO2 concentration impulse,2035,AR5-IR,0,0.017237125
CO2 concentration impulse,2036,AR5-IR,0,0.01554023
CO2 concentration impulse,2037,AR5-IR,0,0.014033204
CO2 concentration impulse,2038,AR5-IR,0,0.012694741
CO2 concentration impulse,2039,AR5-IR,0,0.011505922
CO2 concentration impulse,2040,AR5-IR,0,0.010449955
CO2 concentration impulse,2041,AR5-IR,0,0.009511929
CO2 concentration impulse,2042,AR5-IR,0,0.008678609
CO2 concentration impulse,2043,AR5-IR,0,0.007938245
CO2 concentration impulse,2044,AR5-IR,0,0.007280406
CO2 concentration impulse,2045,AR5-IR,0,0.00669583
CO2 concentration impulse,2046,AR5-IR,0,0.006176296
CO2 concentration impulse,2047,AR5-IR,0,0.005714507
CO2 concentration impulse,2048,AR5-IR,0,0.005303982
CO2 concentration impulse,2049,AR5-IR,0,0.004938968
CO2 concentration impulse,2050,AR5-IR,0,0.004614361
CO2 concentration impulse,2051,AR5-IR,0,0.004325625
CO2 concentration impulse,2052,AR5-IR,0,0.004068736
CO2 concentration impulse,2053,AR5-IR,0,0.003840122
CO2 concentration impulse,2054,AR5-IR,0,0.003636609
CO2 concentration impulse,2055,AR5-IR,0,0.003455383
CO2 concentration impulse,2056,AR5-IR,0,0.003293944
CO2 concentration impulse,2057,AR5-IR,0,0.003150071
CO2 concentration impulse,2058,AR5-IR,0,0.003021795
CO2 concentration impulse,2059,AR5-IR,0,0.002907367
CO2 concentration impulse,2060,AR5-IR,0,0.002805233
CO2 concentration impulse,2061,AR5-IR,0,0.002714015
CO2 concentration impulse,2062,AR5-IR,0,0.00263249
CO2 concentration impulse,2063,AR5-IR,0,0.002559571
CO2 concentration impulse,2064,AR5-IR,0,0.002494292
CO2 concentration impulse,2065,AR5-IR,0,0.002435799
CO2 concentration impulse,2066,AR5-IR,0,0.002383331
CO2 concentration impulse,2067,AR5-IR,0,0.002336213
CO2 concentration impulse,2068,AR5-IR,0,0.002293845
CO2 concentration impulse,2069,AR5-IR,0,0.002255697
CO2 concentration impulse,2070,AR5-IR,0,0.002221295
CO2 concentration impulse,2071,AR5-IR,0,0.00219022
CO2 concentration impulse,2072,AR5-IR,0,0.002162101
CO2 concentration impulse,2073,AR5-IR,0,0.002136607
CO2 concentration impulse,2074,AR5-IR,0,0.002113445
CO2 concentration impulse,2075,AR5-IR,0,0.002092353
CO2 concentration impulse,2076,AR5-IR,0,0.002073102
CO2 concentration impulse,2077,AR5-IR,0,0.002055486
CO2 concentration impulse,2078,AR5-IR,0,0.002039322
CO2 concentration impulse,2079,AR5-IR,0,0.002024449
CO2 concentration impulse,2080,AR5-IR,0,0.002010724
CO2 concentration impulse,2081,AR5-IR,0,0.001998018
CO2 concentration impulse,2082,AR5-IR,0,0.001986219
CO2 concentration impulse,2083,AR5-IR,0,0.001975226
CO2 concentration impulse,2084,AR5-IR,0,0.00196495
CO2 concentration impulse,2085,AR5-IR,0,0.001955311
CO2 concentration impulse,2086,AR5-IR,0,0.00194624
CO2 concentration impulse,2087,AR5-IR,0,0.001937674
CO2 concentration impulse,2088,AR5-IR,0,0.001929557
CO2 concentration impulse,2089,AR5-IR,0,0.001921841
CO2 concentration impulse,2090,AR5-IR,0,0.001914482
CO2 concentration impulse,2091,AR5-IR,0,0.00190744
CO2 concentration impulse,2092,AR5-IR,0,0.001900682
CO2 concentration impulse,2093,AR5-IR,0,0.001894176
CO2 concentration impulse,2094,AR5-IR,0,0.001887896
CO2 concentration impulse,2095,AR5-IR,0,0.001881818
CO2 concentration impulse,2096,AR5-IR,0,0.00187592
CO2 concentration impulse,2097,AR5-IR,0,0.001870184
CO2 concentration impulse,2098,AR5-IR,0,0.001864591
CO2 concentration impulse,2099,AR5-IR,0,0.001859128
CO2 concentration impulse,2100,AR5-IR,0,0.001853781
CO2 concentration impulse,2101,AR5-IR,0,0.001848538
CO2 concentration impulse,2102,AR5-IR,0,0.001843389
CO2 concentration impulse,2103,AR5-IR,0,0.001838325
CO2 concentration impulse,2104,AR5-IR,0,0.001833336
CO2 concentration impulse,2105,AR5-IR,0,0.001828417
CO2 concentration impulse,2106,AR5-IR,0,0.001823559
CO2 concentration impulse,2107,AR5-IR,0,0.001818758
CO2 concentration impulse,2108,AR5-IR,0,0.001814009
CO2 concentration impulse,2109,AR5-IR,0,0.001809306
CO2 concentration impulse,2110,AR5-IR,0,0.001804646
CO2 concentration impulse,2111,AR5-IR,0,0.001800025
CO2 concentration impulse,2112,AR5-IR,0,0.00179544
CO2 concentration impulse,2113,AR5-IR,0,0.001790888
CO2 concentration impulse,2114,AR5-IR,0,0.001786367
CO2 concentration impulse,2115,AR5-IR,0,0.001781874
CO2 concentration impulse,2116,AR5-IR,0,0.001777407
CO2 concentration impulse,2117,AR5-IR,0,0.001772964
CO2 concentration impulse,2118,AR5-IR,0,0.001768544
CO2 concentration impulse,2119,AR5-IR,0,0.001764146
CO2 concentration impulse,2120,AR5-IR,0,0.001759768
CO2 concentration impulse,2121,AR5-IR,0,0.00175541
CO2 concentration impulse,2122,AR5-IR,0,0.001751069
CO2 concentration impulse,2123,AR5-IR,0,0.001746745
CO2 concentration impulse,2124,AR5-IR,0,0.001742438
CO2 concentration impulse,2125,AR5-IR,0,0.001738147
CO2 concentration impulse,2126,AR5-IR,0,0.001733871
CO2 concentration impulse,2127,AR5-IR,0,0.001729609
CO2 concentration impulse,2128,AR5-IR,0,0.001725362
CO2 concentration impulse,2129,AR5-IR,0,0.001721128
CO2 concentration impulse,2130,AR5-IR,0,0.001716907
CO2 concentration impulse,2131,AR5-IR,0,0.001712699
CO2 concentration impulse,2132,AR5-IR,0,0.001708504
CO2 concentration impulse,2133,AR5-IR,0,0.001704321
CO2 concentration impulse,2134,AR5-IR,0,0.00170015
CO2 concentration impulse,2135,AR5-IR,0,0.001695991
CO2 concentration impulse,2136,AR5-IR,0,0.001691843
CO2 concentration impulse,2137,AR5-IR,0,0.001687706
CO2 concentration impulse,2138,AR5-IR,0,0.001683581
CO2 concentration impulse,2139,AR5-IR,0,0.001679467
CO2 concentration impulse,2140,AR5-IR,0,0.001675364
CO2 concentration impulse,2141,AR5-IR,0,0.001671271
CO2 concentration impulse,2142,AR5-IR,0,0.00166719
CO2 concentration impulse,2143,AR5-IR,0,0.001663119
CO2 concentration impulse,2144,AR5-IR,0,0.001659058
CO2 concentration impulse,2145,AR5-IR,0,0.001655008
CO2 concentration impulse,2146,AR5-IR,0,0.001650968
CO2 concentration impulse,2147,AR5-IR,0,0.001646938
CO2 concentration impulse,2148,AR5-IR,0,0.001642918
CO2 concentration impulse,2149,AR5-IR,0,0.001638909
CO2 concentration impulse,2150,AR5-IR,0,0.001634909
CO2 concentration impulse,2151,AR5-IR,0,0.00163092
CO2 concentration impulse,2152,AR5-IR,0,0.00162694
CO2 concentration impulse,2153,AR5-IR,0,0.001622971
CO2 concentration impulse,2154,AR5-IR,0,0.001619011
CO2 concentration impulse,2155,AR5-IR,0,0.001615061
CO2 concentration impulse,2156,AR5-IR,0,0.001611121
CO2 concentration impulse,2157,AR5-IR,0,0.00160719
CO2 concentration impulse,2158,AR5-IR,0,0.001603269
CO2 concentration impulse,2159,AR5-IR,0,0.001599358
CO2 concentration impulse,2160,AR5-IR,0,0.001595457
CO2 concentration impulse,2161,AR5-IR,0,0.001591565
CO2 concentration impulse,2162,AR5-IR,0,0.001587682
CO2 concentration impulse,2163,AR5-IR,0,0.00158381
CO2 concentration impulse,2164,AR5-IR,0,0.001579946
CO2 concentration impulse,2165,AR5-IR,0,0.001576092
CO2 concentration impulse,2166,AR5-IR,0,0.001572248
CO2 concentration impulse,2167,AR5-IR,0,0.001568413
CO2 concentration impulse,2168,AR5-IR,0,0.001564587
CO2 concentration impulse,2169,AR5-IR,0,0.001560771
CO2 concentration impulse,2170,AR5-IR,0,0.001556964
CO2 concentration impulse,2171,AR5-IR,0,0.001553166
CO2 concentration impulse,2172,AR5-IR,0,0.001549378
CO2 concentration impulse,2173,AR5-IR,0,0.001545599
CO2 concentration impulse,2174,AR5-IR,0,0.001541829
CO2 concentration impulse,2175,AR5-IR,0,0.001538068
CO2 concentration impulse,2176,AR5-IR,0,0.001534317
CO2 concentration impulse,2177,AR5-IR,0,0.001530575
CO2 concentration impulse,2178,AR5-IR,0,0.001526841
CO2 concentration impulse,2179,AR5-IR,0,0.001523117
CO2 concentration impulse,2180,AR5-IR,0,0.001519402
CO2 concentration impulse,2181,AR5-IR,0,0.001515696
CO2 concentration impulse,2182,AR5-IR,0,0.001512
CO2 concentration impulse,2183,AR5-IR,0,0.001508312
CO2 concentration impulse,2184,AR5-IR,0,0.001504633
CO2 concentration impulse,2185,AR5-IR,0,0.001500963
CO2 concentration impulse,2186,AR5-IR,0,0.001497302
CO2 concentration impulse,2187,AR5-IR,0,0.00149365
CO2 concentration impulse,2188,AR5-IR,0,0.001490007
CO2 concentration impulse,2189,AR5-IR,0,0.001486373
CO2 concentration impulse,2190,AR5-IR,0,0.001482748
CO2 concentration impulse,2191,AR5-IR,0,0.001479131
CO2 concentration impulse,2192,AR5-IR,0,0.001475523
CO2 concentration impulse,2193,AR5-IR,0,0.001471925
CO2 concentration impulse,2194,AR5-IR,0,0.001468335
CO2 concentration impulse,2195,AR5-IR,0,0.001464753
